,Entity A,Entity B,PolBMA_Seco2004,PolBMA_Resnik1995,PolGIC_Resnik1995,PolGIC_Seco2004
290,Q9NQT5,Q13868,0.760430262443599,0.5508699256303913,0.02829834468662826,0.030928276884631668
291,Q9NQT5,Q5RKV6,0.7662153703421741,0.5764073843826325,0.03301855360620535,0.035455427398826705
292,Q9NQT5,Q96B26,0.6810904548014143,0.4971171192799071,0.021951595837016325,0.02447793387501325
293,Q9NQT5,Q9Y3B2,0.6762993607026231,0.4332192756574008,0.3320514056081512,0.3335070040162123
294,Q9P2A4,P00519,0.31800550523917986,0.17629936817618813,0.29840583741066945,0.2946675487401235
295,Q9P2A4,P51809,0.32926603052002623,0.15643479640079672,0.31732070230421733,0.31565658596742857
296,Q9P2A4,Q13153,0.32987313538996366,0.17529400395610645,0.3063181917839013,0.3034413760694321
297,Q9UBN7,O60260,0.5563383195690117,0.38509361510968787,0.03405944294293277,0.04234126054393555
298,Q9UHY1,P27824,0.34113454496868434,0.15670632422551,0.2865968532590093,0.28643167395314345
299,Q9UIF7,O95248,0.21690504023499674,0.11763952839403982,0.00212292110590294,0.0029541735375362877
300,Q9UJA3,P00519,0.3755169583468453,0.22554987509369798,0.006635831033579663,0.010167140518885577
301,Q9UJA3,P33993,0.5527030640928082,0.34606888150000464,0.012569781949498201,0.017401705027573815
302,Q9UJY1,Q04206,0.43967738515680466,0.22589586269606546,0.020132388298113604,0.030120439888030075
303,Q9UL18,Q9UPY3,0.529078222000414,0.36903653953589527,0.32150260531924757,0.3217982496739091
304,Q9UNH7,P37173,0.2879832079008118,0.1655998772804274,0.31084676736101646,0.3091394181297662
305,Q9UNL4,O75150,0.4247213082775261,0.2310593532567715,0.023095791683223954,0.03472714148690017
306,Q9UNL4,Q04206,0.4183845545663926,0.24360085778374838,0.09762755448846046,0.11239320411605047
307,Q9Y232,Q13547,0.3891842943369682,0.2141756233374273,0.007201351451915403,0.009617866935804045
308,Q9Y2L1,Q96B26,0.5999684765264996,0.42508402799573686,0.32479593585938155,0.34465270840379775
309,Q9Y3B2,Q13868,0.6648981362605826,0.4329072044587865,0.015208765461987132,0.017675464152445246
310,Q9Y3B2,Q5RKV6,0.7262819206791566,0.4929917596783613,0.014216370497264697,0.016417083587915906
311,Q9Y3B2,Q96B26,0.6699329935187959,0.45106806537847377,0.014220866741657295,0.016509035172342177
312,Q9Y3B2,Q9NQT4,0.6924811278633367,0.4438048776701512,0.33784167028497836,0.3393253367228546
313,Q9Y3E7,P15056,0.3388809810171566,0.1746308375150183,0.007011864709882275,0.010070366759950057
314,Q9Y3E7,P20042,0.26859206906265093,0.14746137028955042,0.0019037005226445708,0.002869568806837734
315,Q9Y446,P51531,0.3084610199903479,0.1507181257328727,0.007991499729389406,0.012719738977527633
316,Q9Y4G8,P62834,0.5842856231883807,0.37878983041519576,0.026969063253637262,0.034219366685026224
317,Q9Y4I1,P29375,0.28960137754265136,0.15053672134827883,0.0028918957607011442,0.0043786231283822075
318,Q9Y580,P14210,0.2759744891573234,0.14735812911622836,0.010502871222284741,0.01321010850090608
319,Q9Y6D6,P05455,0.26974416187845895,0.14459059675851815,0.0020192111843420823,0.003149553289565617
